,title,description,published date,url,publisher
28,Student Protesters Are Right to Be Wary of Bad-Faith Journalists - Jacobin magazine,Student Protesters Are Right to Be Wary of Bad-Faith Journalists  Jacobin magazine,"Tue, 07 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vamFjb2Jpbi5jb20vMjAyNC8wNS9zdHVkZW50LXByb3Rlc3RlcnMtbWFpbnN0cmVhbS1tZWRpYS1jb3ZlcmFnZdIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://jacobin.com', 'title': 'Jacobin magazine'}"
29,University of Mississippi investigates student over Palestine counter-protest - The Guardian US,University of Mississippi investigates student over Palestine counter-protest  The Guardian US,"Mon, 06 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS91cy1uZXdzL2FydGljbGUvMjAyNC9tYXkvMDYvdW5pdmVyc2l0eS1vZi1taXNzaXNzaXBwaS1wYWxlc3RpbmUtY291bnRlci1wcm90ZXN0LWludmVzdGlnYXRpb27SAXlodHRwczovL2FtcC50aGVndWFyZGlhbi5jb20vdXMtbmV3cy9hcnRpY2xlLzIwMjQvbWF5LzA2L3VuaXZlcnNpdHktb2YtbWlzc2lzc2lwcGktcGFsZXN0aW5lLWNvdW50ZXItcHJvdGVzdC1pbnZlc3RpZ2F0aW9u?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.theguardian.com', 'title': 'The Guardian US'}"
30,Teaching and Learning About the Pro-Palestinian Student Protests on College Campuses - The New York Times,Teaching and Learning About the Pro-Palestinian Student Protests on College Campuses  The New York Times,"Thu, 09 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMikgFodHRwczovL3d3dy5ueXRpbWVzLmNvbS8yMDI0LzA1LzA5L2xlYXJuaW5nL2xlc3Nvbi1wbGFucy90ZWFjaGluZy1hbmQtbGVhcm5pbmctYWJvdXQtdGhlLXByby1wYWxlc3Rpbmlhbi1zdHVkZW50LXByb3Rlc3RzLW9uLWNvbGxlZ2UtY2FtcHVzZXMuaHRtbNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nytimes.com', 'title': 'The New York Times'}"
31,Columbia University cancels commencement ceremony following student protests - The Guardian US,Columbia University cancels commencement ceremony following student protests  The Guardian US,"Mon, 06 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS91cy1uZXdzL2FydGljbGUvMjAyNC9tYXkvMDYvY29sdW1iaWEtcHJvdGVzdHMtY29tbWVuY2VtZW50LWNhbmNlbGxlZNIBYGh0dHBzOi8vYW1wLnRoZWd1YXJkaWFuLmNvbS91cy1uZXdzL2FydGljbGUvMjAyNC9tYXkvMDYvY29sdW1iaWEtcHJvdGVzdHMtY29tbWVuY2VtZW50LWNhbmNlbGxlZA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.theguardian.com', 'title': 'The Guardian US'}"
32,UN expert raises alarm over unfair treatment of pro-Palestinian student protesters in US - UN News,UN expert raises alarm over unfair treatment of pro-Palestinian student protesters in US  UN News,"Fri, 10 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vbmV3cy51bi5vcmcvZW4vc3RvcnkvMjAyNC8wNS8xMTQ5NjE20gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://news.un.org', 'title': 'UN News'}"
33,Submission: Statement from UCSD Graduate Students Condemning UCSD's Response to Student Protest - The Triton,Submission: Statement from UCSD Graduate Students Condemning UCSD's Response to Student Protest  The Triton,"Tue, 07 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vdHJpdG9uLm5ld3MvMjAyNC8wNS91Y3NkLWdyYWR1YXRlLXN0dWRlbnRzLWNvbmRlbW4tcHJvdGVzdC1yZXNwb25zZS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://triton.news', 'title': 'The Triton'}"
34,University of Rochester to suspend student protesters - WXXI News,University of Rochester to suspend student protesters  WXXI News,"Thu, 09 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3Lnd4eGluZXdzLm9yZy9sb2NhbC1uZXdzLzIwMjQtMDUtMDkvdW5pdmVyc2l0eS1vZi1yb2NoZXN0ZXItdG8tc3VzcGVuZC1zdHVkZW50LXByb3Rlc3RlcnPSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.wxxinews.org', 'title': 'WXXI News'}"
35,Where is the pro-Palestine student protest movement heading? - Al Jazeera English,Where is the pro-Palestine student protest movement heading?  Al Jazeera English,"Sun, 05 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vcHJvZ3JhbS90aGUtYm90dG9tLWxpbmUvMjAyNC81LzUvd2hlcmUtaXMtdGhlLXByby1wYWxlc3RpbmUtc3R1ZGVudC1wcm90ZXN0LW1vdmVtZW50LWhlYWRpbmfSAXpodHRwczovL3d3dy5hbGphemVlcmEuY29tL2FtcC9wcm9ncmFtL3RoZS1ib3R0b20tbGluZS8yMDI0LzUvNS93aGVyZS1pcy10aGUtcHJvLXBhbGVzdGluZS1zdHVkZW50LXByb3Rlc3QtbW92ZW1lbnQtaGVhZGluZw?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.aljazeera.com', 'title': 'Al Jazeera English'}"
36,Suspending Student Protesters Would Be a Palestine Exception to Free Speech | Opinion - Harvard Crimson,Suspending Student Protesters Would Be a Palestine Exception to Free Speech | Opinion  Harvard Crimson,"Wed, 08 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LnRoZWNyaW1zb24uY29tL2FydGljbGUvMjAyNC81LzgvbGV2aXRza3ktZnJhbmstam9obnNvbi1zdXNwZW5kaW5nLXByb3Rlc3RlcnMtcGFsZXN0aW5lLWV4Y2VwdGlvbi_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.thecrimson.com', 'title': 'Harvard Crimson'}"
37,My Columbia Writing Students Must Be Able to Tell the Truth | TIME - TIME,My Columbia Writing Students Must Be Able to Tell the Truth | TIME  TIME,"Tue, 07 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vdGltZS5jb20vNjk3NTYxOC9jb2x1bWJpYS1wcm90ZXN0cy13cml0aW5nLXN0dWRlbnRzLXRydXRoL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://time.com', 'title': 'TIME'}"
38,Pro-Palestinian student protesters break through police fencing at MIT - The Guardian US,Pro-Palestinian student protesters break through police fencing at MIT  The Guardian US,"Mon, 06 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS91cy1uZXdzL2FydGljbGUvMjAyNC9tYXkvMDYvbWl0LXBhbGVzdGluZS1nYXphLXVuaXZlcnNpdHktcHJvdGVzdHPSAV5odHRwczovL2FtcC50aGVndWFyZGlhbi5jb20vdXMtbmV3cy9hcnRpY2xlLzIwMjQvbWF5LzA2L21pdC1wYWxlc3RpbmUtZ2F6YS11bml2ZXJzaXR5LXByb3Rlc3Rz?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.theguardian.com', 'title': 'The Guardian US'}"
39,Do Gaza war college protests mirror '70s apartheid pushback? - NorthJersey.com,Do Gaza war college protests mirror '70s apartheid pushback?  NorthJersey.com,"Fri, 10 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3Lm5vcnRoamVyc2V5LmNvbS9zdG9yeS9uZXdzLzIwMjQvMDUvMTAvZ2F6YS1wcm90ZXN0cy1jb2xsZWdlLWNhbXB1cy1zaW1pbGFyLTE5NzBzLXZpZXRuYW0vNzM1NDc3NDYwMDcv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.northjersey.com', 'title': 'NorthJersey.com'}"
40,Police break up pro-Palestinian student protest in Berlin as demonstrations spread across Europe - Voice of America - VOA News,Police break up pro-Palestinian student protest in Berlin as demonstrations spread across Europe  Voice of America - VOA News,"Tue, 07 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMihwFodHRwczovL3d3dy52b2FuZXdzLmNvbS9hL3BvbGljZS1icmVhay11cC1wcm8tcGFsZXN0aW5pYW4tc3R1ZGVudC1wcm90ZXN0LWluLWJlcmxpbi1hcy1kZW1vbnN0cmF0aW9ucy1zcHJlYWQtYWNyb3NzLWV1cm9wZS83NjAxMjA3Lmh0bWzSAYkBaHR0cHM6Ly93d3cudm9hbmV3cy5jb20vYW1wL3BvbGljZS1icmVhay11cC1wcm8tcGFsZXN0aW5pYW4tc3R1ZGVudC1wcm90ZXN0LWluLWJlcmxpbi1hcy1kZW1vbnN0cmF0aW9ucy1zcHJlYWQtYWNyb3NzLWV1cm9wZS83NjAxMjA3Lmh0bWw?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.voanews.com', 'title': 'Voice of America - VOA News'}"
41,UC Berkeley Commencement Ceremony Disrupted by Student Protests - KQED,UC Berkeley Commencement Ceremony Disrupted by Student Protests  KQED,"Sun, 12 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmtxZWQub3JnL25ld3MvMTE5ODU4NTYvdWMtYmVya2VsZXktY29tbWVuY2VtZW50LWNlcmVtb255LWRpc3J1cHRlZC1ieS1zdHVkZW50LXByb3Rlc3Rz0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.kqed.org', 'title': 'KQED'}"
42,How some colleges have de-escalated campus protests and negotiated with students - ABC News,How some colleges have de-escalated campus protests and negotiated with students  ABC News,"Fri, 10 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vYWJjbmV3cy5nby5jb20vVVMvY29sbGVnZXMtZGUtZXNjYWxhdGVkLWNhbXB1cy1wcm90ZXN0cy1uZWdvdGlhdGVkLXN0dWRlbnRzL3N0b3J5P2lkPTExMDAzMTUyN9IBamh0dHBzOi8vYWJjbmV3cy5nby5jb20vYW1wL1VTL2NvbGxlZ2VzLWRlLWVzY2FsYXRlZC1jYW1wdXMtcHJvdGVzdHMtbmVnb3RpYXRlZC1zdHVkZW50cy9zdG9yeT9pZD0xMTAwMzE1Mjc?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://abcnews.go.com', 'title': 'ABC News'}"
43,MIT and Harvard student reporters covering protests over Gaza war - GBH News,MIT and Harvard student reporters covering protests over Gaza war  GBH News,"Tue, 07 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LndnYmgub3JnL25ld3MvbG9jYWwvMjAyNC0wNS0wNy9taXQtYW5kLWhhcnZhcmQtc3R1ZGVudC1yZXBvcnRlcnMtY292ZXJpbmctcHJvdGVzdHMtb3Zlci1nYXphLXdhctIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.wgbh.org', 'title': 'GBH News'}"
44,Student protests against Israel’s war on Gaza spread across Europe - Al Jazeera English,Student protests against Israel’s war on Gaza spread across Europe  Al Jazeera English,"Wed, 08 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vZ2FsbGVyeS8yMDI0LzUvOC9zdHVkZW50LXByb3Rlc3RzLWFnYWluc3QtaXNyYWVscy13YXItb24tZ2F6YS1zcHJlYWQtYWNyb3NzLWV1cm9wZdIBcGh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vYW1wL2dhbGxlcnkvMjAyNC81Lzgvc3R1ZGVudC1wcm90ZXN0cy1hZ2FpbnN0LWlzcmFlbHMtd2FyLW9uLWdhemEtc3ByZWFkLWFjcm9zcy1ldXJvcGU?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.aljazeera.com', 'title': 'Al Jazeera English'}"
45,October 7 Survivors Sue Student Protest Group SJP - The Intercept,October 7 Survivors Sue Student Protest Group SJP  The Intercept,"Fri, 10 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vdGhlaW50ZXJjZXB0LmNvbS8yMDI0LzA1LzEwL29jdG9iZXItNy1zdXJ2aXZvcnMtbGF3c3VpdC1wYWxlc3RpbmUtaGFtYXMtc2pwLXByb3Rlc3RzL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://theintercept.com', 'title': 'The Intercept'}"
46,Student protests caused mostly minor disruptions at several graduation ceremonies - NPR,Student protests caused mostly minor disruptions at several graduation ceremonies  NPR,"Sun, 12 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vd3d3Lm5wci5vcmcvMjAyNC8wNS8xMi8xMjUwODIwMDk0L2dhemEtcHJvdGVzdHMtdW5pdmVyc2l0eS1jb21tZW5jZW1lbnRz0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.npr.org', 'title': 'NPR'}"
47,UW student protests continue into second week • Wisconsin Examiner - Wisconsin Examiner,UW student protests continue into second week • Wisconsin Examiner  Wisconsin Examiner,"Tue, 07 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vd2lzY29uc2luZXhhbWluZXIuY29tL2JyaWVmcy91dy1zdHVkZW50LXByb3Rlc3RzLWNvbnRpbnVlLWludG8tc2Vjb25kLXdlZWsv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://wisconsinexaminer.com', 'title': 'Wisconsin Examiner'}"
48,The art of peaceful student protest – The Oracle - The Oracle,The art of peaceful student protest – The Oracle  The Oracle,"Thu, 09 May 2024 20:35:40 GMT",https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vaGFtbGluZW9yYWNsZS5jb20vMTMxMzUvbmV3cy90aGUtYXJ0LW9mLXBlYWNlZnVsLXN0dWRlbnQtcHJvdGVzdC_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://hamlineoracle.com', 'title': 'The Oracle'}"
49,Encampments cleared from at least 3 university campuses early Friday as pro-Palestinian demonstrations continue - CNN,Encampments cleared from at least 3 university campuses early Friday as pro-Palestinian demonstrations continue  CNN,"Fri, 10 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LmNubi5jb20vMjAyNC8wNS8xMC91cy9jb2xsZWdlLWNhbXB1cy1wcm90ZXN0cy1lbmNhbXBtZW50cy1jbGVhcmVkL2luZGV4Lmh0bWzSAVFodHRwczovL2FtcC5jbm4uY29tL2Nubi8yMDI0LzA1LzEwL3VzL2NvbGxlZ2UtY2FtcHVzLXByb3Rlc3RzLWVuY2FtcG1lbnRzLWNsZWFyZWQ?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.cnn.com', 'title': 'CNN'}"
50,"Police clash with protesters at MIT, a day after student suspensions - WBUR News","Police clash with protesters at MIT, a day after student suspensions  WBUR News","Thu, 09 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vd3d3LndidXIub3JnL25ld3MvMjAyNC8wNS8wOS9jYW1icmlkZ2UtbWl0LXBvbGljZS1wcm90ZXN0ZXJzLWdhemEtd2Fy0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.wbur.org', 'title': 'WBUR News'}"
51,Opinion | The Harsh Crackdown on College Protests Is A Dangerous Mistake - The New York Times,Opinion | The Harsh Crackdown on College Protests Is A Dangerous Mistake  The New York Times,"Sat, 11 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjQvMDUvMTEvb3Bpbmlvbi9jYW1wdXMtcHJvdGVzdC1wb2xpY2UtdmlvbGVuY2UuaHRtbNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nytimes.com', 'title': 'The New York Times'}"
52,Pro-Palestine student protests continue at weekend commencement ceremonies - The Hill,Pro-Palestine student protests continue at weekend commencement ceremonies  The Hill,"Sat, 11 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiemh0dHBzOi8vdGhlaGlsbC5jb20vaG9tZW5ld3MvZWR1Y2F0aW9uLzQ2NTg1OTctcHJvLXBhbGVzdGluZS1zdHVkZW50LXByb3Rlc3RzLWNvbnRpbnVlLWF0LXdlZWtlbmQtY29tbWVuY2VtZW50LWNlcmVtb25pZXMv0gF-aHR0cHM6Ly90aGVoaWxsLmNvbS9ob21lbmV3cy9lZHVjYXRpb24vNDY1ODU5Ny1wcm8tcGFsZXN0aW5lLXN0dWRlbnQtcHJvdGVzdHMtY29udGludWUtYXQtd2Vla2VuZC1jb21tZW5jZW1lbnQtY2VyZW1vbmllcy9hbXAv?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://thehill.com', 'title': 'The Hill'}"
53,"The Islamic Republic claims to support US student protests, but it crushed its own student uprising - Atlantic Council","The Islamic Republic claims to support US student protests, but it crushed its own student uprising  Atlantic Council","Fri, 10 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LmF0bGFudGljY291bmNpbC5vcmcvYmxvZ3MvaXJhbnNvdXJjZS91cy1zdHVkZW50LXByb3Rlc3RzLXBhbGVzdGluZS1pc3JhZWwtaXJhbi0xOTk5LXVwcmlzaW5nL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.atlanticcouncil.org', 'title': 'Atlantic Council'}"
54,University Senate calls for pause on student protesters' disciplinary proceedings over concerns on proper adjudication - CU Columbia Spectator,University Senate calls for pause on student protesters' disciplinary proceedings over concerns on proper adjudication  CU Columbia Spectator,"Thu, 09 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiqAFodHRwczovL3d3dy5jb2x1bWJpYXNwZWN0YXRvci5jb20vbmV3cy8yMDI0LzA1LzA5L3VuaXZlcnNpdHktc2VuYXRlLWNhbGxzLWZvci1wYXVzZS1vbi1zdHVkZW50LXByb3Rlc3RlcnMtZGlzY2lwbGluYXJ5LXByb2NlZWRpbmdzLW92ZXItY29uY2VybnMtb24tcHJvcGVyLWFkanVkaWNhdGlvbi_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.columbiaspectator.com', 'title': 'CU Columbia Spectator'}"
55,The New School won't pursue charges after protest arrests - Spectrum News NY1,The New School won't pursue charges after protest arrests  Spectrum News NY1,"Thu, 09 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMicmh0dHBzOi8vbnkxLmNvbS9ueWMvYWxsLWJvcm91Z2hzL25ld3MvMjAyNC8wNS8wOS90aGUtbmV3LXNjaG9vbC13b24tdC1wdXJzdWUtY2hhcmdlcy1hZnRlci1zdHVkZW50LXByb3Rlc3QtYXJyZXN0c9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://ny1.com', 'title': 'Spectrum News NY1'}"
56,Listen to Hopkins student protesters. - Baltimore Sun,Listen to Hopkins student protesters.  Baltimore Sun,"Fri, 10 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3LmJhbHRpbW9yZXN1bi5jb20vMjAyNC8wNS8xMC9saXN0ZW4tdG8taG9wa2lucy1wcm90ZXN0ZXJzL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.baltimoresun.com', 'title': 'Baltimore Sun'}"
57,Handful of students protest war in Gaza at UW-Madison commencement - WPR,Handful of students protest war in Gaza at UW-Madison commencement  WPR,"Sat, 11 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3Lndwci5vcmcvbmV3cy9oYW5kZnVsLW9mLXN0dWRlbnRzLXByb3Rlc3Qtd2FyLWluLWdhemEtYXQtdXctbWFkaXNvbi1jb21tZW5jZW1lbnTSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.wpr.org', 'title': 'WPR'}"
58,"Once champions of free speech, colleges crack down on pro-Palestinian protests - NBC News","Once champions of free speech, colleges crack down on pro-Palestinian protests  NBC News","Tue, 07 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL25ld3MvdXMtbmV3cy9jaGFtcGlvbnMtZnJlZS1zcGVlY2gtY29sbGVnZXMtY3JhY2stcGFsZXN0aW5pYW4tcHJvdGVzdHMtcmNuYTE1MTA4NtIBK2h0dHBzOi8vd3d3Lm5iY25ld3MuY29tL25ld3MvYW1wL3JjbmExNTEwODY?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nbcnews.com', 'title': 'NBC News'}"
59,Pro-Palestinian student protests spread from US to Europe - Voice of America - VOA News,Pro-Palestinian student protests spread from US to Europe  Voice of America - VOA News,"Tue, 07 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vd3d3LnZvYW5ld3MuY29tL2EvNzYwMjM0NS5odG1s0gEoaHR0cHM6Ly93d3cudm9hbmV3cy5jb20vYW1wLzc2MDIzNDUuaHRtbA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.voanews.com', 'title': 'Voice of America - VOA News'}"
60,What My Students and I Learned in Jail After Protesting on the UTD Campus - D Magazine,What My Students and I Learned in Jail After Protesting on the UTD Campus  D Magazine,"Tue, 07 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMifmh0dHBzOi8vd3d3LmRtYWdhemluZS5jb20vZnJvbnRidXJuZXIvMjAyNC8wNS93aGF0LW15LXN0dWRlbnRzLWFuZC1pLWxlYXJuZWQtaW4tamFpbC1hZnRlci1wcm90ZXN0aW5nLW9uLXRoZS11dC1kYWxsYXMtY2FtcHVzL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.dmagazine.com', 'title': 'D Magazine'}"
61,Op-Ed: Protect student protesters — and free speech - NJ Spotlight News,Op-Ed: Protect student protesters — and free speech  NJ Spotlight News,"Fri, 10 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3Lm5qc3BvdGxpZ2h0bmV3cy5vcmcvMjAyNC8wNS9hbW9sLXNpbmhhLWFjbHUtbmotcHJvdGVjdC1zdHVkZW50LXByb3Rlc3RlcnMtZnJlZS1zcGVlY2gv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.njspotlightnews.org', 'title': 'NJ Spotlight News'}"
62,Ohio AG warns student protesters in masks could face felony charges under anti-KKK law - PBS NewsHour,Ohio AG warns student protesters in masks could face felony charges under anti-KKK law  PBS NewsHour,"Thu, 09 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMifGh0dHBzOi8vd3d3LnBicy5vcmcvbmV3c2hvdXIvcG9saXRpY3Mvb2hpby1hZy13YXJucy1zdHVkZW50LXByb3Rlc3RlcnMtaW4tbWFza3MtY291bGQtZmFjZS1mZWxvbnktY2hhcmdlcy11bmRlci1hbnRpLWtray1sYXfSAYABaHR0cHM6Ly93d3cucGJzLm9yZy9uZXdzaG91ci9hbXAvcG9saXRpY3Mvb2hpby1hZy13YXJucy1zdHVkZW50LXByb3Rlc3RlcnMtaW4tbWFza3MtY291bGQtZmFjZS1mZWxvbnktY2hhcmdlcy11bmRlci1hbnRpLWtray1sYXc?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.pbs.org', 'title': 'PBS NewsHour'}"
63,"UChicago Protest Encampment Cleared After Police, Student Standoff - Block Club Chicago","UChicago Protest Encampment Cleared After Police, Student Standoff  Block Club Chicago","Tue, 07 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiamh0dHBzOi8vYmxvY2tjbHViY2hpY2Fnby5vcmcvMjAyNC8wNS8wNy91Y2hpY2Fnby1wcm90ZXN0LWVuY2FtcG1lbnQtY2xlYXJlZC1hZnRlci1wb2xpY2Utc3R1ZGVudC1zdGFuZG9mZi_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://blockclubchicago.org', 'title': 'Block Club Chicago'}"
64,Americans support a ceasefire in Gaza but half oppose student protests - YouGov US,Americans support a ceasefire in Gaza but half oppose student protests  YouGov US,"Fri, 10 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vdG9kYXkueW91Z292LmNvbS9wb2xpdGljcy9hcnRpY2xlcy80OTM4NC1tYWpvcml0aWVzLXN1cHBvcnQtYS1jZWFzZWZpcmUtaW4tZ2F6YdIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://today.yougov.com', 'title': 'YouGov US'}"
65,Students at Trinity College Dublin Dismantle Antiwar Protest Camp - The New York Times,Students at Trinity College Dublin Dismantle Antiwar Protest Camp  The New York Times,"Wed, 08 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjQvMDUvMDgvd29ybGQvZXVyb3BlL2lyZWxhbmQtdHJpbml0eS1jb2xsZWdlLXByb3Rlc3RzLmh0bWzSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nytimes.com', 'title': 'The New York Times'}"
66,Asian students swell ranks of 'global' anti-war protesters - University World News,Asian students swell ranks of 'global' anti-war protesters  University World News,"Thu, 09 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3LnVuaXZlcnNpdHl3b3JsZG5ld3MuY29tL3Bvc3QucGhwP3N0b3J5PTIwMjQwNTA5MTcxMjA2MzAx0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.universityworldnews.com', 'title': 'University World News'}"
67,Trinity College Dublin agrees to divest from Israeli firms after student protest - The Guardian,Trinity College Dublin agrees to divest from Israeli firms after student protest  The Guardian,"Wed, 08 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMihgFodHRwczovL3d3dy50aGVndWFyZGlhbi5jb20vd29ybGQvYXJ0aWNsZS8yMDI0L21heS8wOC90cmluaXR5LWNvbGxlZ2UtZHVibGluLWFncmVlcy10by1kaXZlc3QtZnJvbS1pc3JhZWxpLWZpcm1zLWFmdGVyLXN0dWRlbnQtcHJvdGVzdNIBhgFodHRwczovL2FtcC50aGVndWFyZGlhbi5jb20vd29ybGQvYXJ0aWNsZS8yMDI0L21heS8wOC90cmluaXR5LWNvbGxlZ2UtZHVibGluLWFncmVlcy10by1kaXZlc3QtZnJvbS1pc3JhZWxpLWZpcm1zLWFmdGVyLXN0dWRlbnQtcHJvdGVzdA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.theguardian.com', 'title': 'The Guardian'}"
